날짜,코드,물류 기기,수량
20220623,3,A,760
20220624,3,A,795
20220625,3,A,1399
20220627,3,A,642
20220628,3,A,1009
20220629,3,A,927
20220630,3,A,574
20220701,3,A,633
20220702,3,A,300
20220704,3,A,421
20220705,3,A,591
20220706,3,A,573
20220707,3,A,493
20220708,3,A,525
20220709,3,A,237
20220711,3,A,607
20220712,3,A,403
20220713,3,A,591
20220714,3,A,664
20220715,3,A,604
20220716,3,A,324
20220718,3,A,678
20220719,3,A,591
20220720,3,A,895
20220721,3,A,694
20220722,3,A,696
20220723,3,A,492
20220725,3,A,940
20220726,3,A,507
20220727,3,A,643
20220728,3,A,670
20220729,3,A,1083
20220730,3,A,427
20220801,3,A,474
20220802,3,A,870
20220803,3,A,420
20220804,3,A,561
20220805,3,A,499
20220806,3,A,282
20220808,3,A,753
20220809,3,A,484
20220810,3,A,418
20220811,3,A,402
20220812,3,A,505
20220813,3,A,198
20220815,3,A,522
20220816,3,A,591
20220817,3,A,714
20220818,3,A,477
20220819,3,A,499
20220820,3,A,462
20220821,3,A,265
20220822,3,A,619
20220823,3,A,609
20220824,3,A,879
20220825,3,A,741
20220826,3,A,466
20220827,3,A,333
20220829,3,A,739
20220830,3,A,657
20220831,3,A,634
20220901,3,A,1009
20220902,3,A,646
20220903,3,A,439
20220905,3,A,738
20220906,3,A,906
20220907,3,A,873
20220908,3,A,585
20220909,3,A,13
20220912,3,A,301
20220913,3,A,672
20220914,3,A,960
20220915,3,A,1507
20220916,3,A,403
20220917,3,A,370
20220918,3,A,30
20220919,3,A,730
20220920,3,A,519
20220921,3,A,805
20220922,3,A,1456
20220923,3,A,733
20220924,3,A,373
20220925,3,A,15
20220926,3,A,1024
20220927,3,A,585
20220928,3,A,807
20220929,3,A,715
20220930,3,A,1192
20221001,3,A,639
20221003,3,A,364
20221004,3,A,511
20221005,3,A,600
20221006,3,A,742
20221007,3,A,910
20221008,3,A,532
20221010,3,A,456
20221011,3,A,520
20221012,3,A,814
20221013,3,A,954
20221014,3,A,871
20221015,3,A,445
20221016,3,A,21
20221017,3,A,768
20221018,3,A,801
20221019,3,A,876
20221020,3,A,1258
20221021,3,A,1093
20221022,3,A,366
20221024,3,A,951
20221025,3,A,913
20221026,3,A,916
20221027,3,A,879
20221028,3,A,1251
20221029,3,A,745
20221031,3,A,891
20221101,3,A,1920
20221102,3,A,1668
20221103,3,A,1722
20221104,3,A,1653
20221105,3,A,732
20221107,3,A,1434
20221108,3,A,1509
20221109,3,A,1173
20221110,3,A,1344
20221111,3,A,1260
20221112,3,A,534
20221114,3,A,1881
20221115,3,A,957
20221116,3,A,1617
20221117,3,A,1158
20221118,3,A,1245
20221119,3,A,534
20221121,3,A,1075
20221122,3,A,615
20221123,3,A,1482
20221124,3,A,906
20221125,3,A,1186
20221126,3,A,400
20221127,3,A,108
20221128,3,A,1384
20221129,3,A,1341
20221130,3,A,1671
20221201,3,A,505
20221202,3,A,378
20221203,3,A,285
20221205,3,A,378
20221206,3,A,402
20221207,3,A,412
20221208,3,A,487
20221209,3,A,919
20221210,3,A,286
20221212,3,A,469
20221213,3,A,558
20221214,3,A,670
20221215,3,A,552
20221216,3,A,649
20221217,3,A,234
20221219,3,A,562
20221220,3,A,649
20221221,3,A,526
20221222,3,A,643
20221223,3,A,865
20221224,3,A,193
20221226,3,A,1003
20221227,3,A,730
20221228,3,A,948
20221229,3,A,673
20221230,3,A,820
20221231,3,A,715
20230101,3,A,324
20230102,3,A,1059
20230103,3,A,652
20230104,3,A,1464
20230105,3,A,1020
20230106,3,A,421
20230107,3,A,478
20230109,3,A,607
20230110,3,A,1524
20230111,3,A,999
20230112,3,A,1369
20230113,3,A,885
20230114,3,A,294
20230116,3,A,774
20230117,3,A,1227
20230118,3,A,786
20230119,3,A,727
20230120,3,A,649
20230121,3,A,3
20230123,3,A,13
20230124,3,A,298
20230125,3,A,724
20230126,3,A,925
20230127,3,A,1389
20230128,3,A,652
20230130,3,A,1029
20230131,3,A,1182
20230201,3,A,1231
20230202,3,A,586
20230203,3,A,678
20230204,3,A,768
20230205,3,A,6
20230206,3,A,753
20230207,3,A,819
20230208,3,A,1141
20230209,3,A,786
20230210,3,A,693
20230211,3,A,274
20230213,3,A,658
20230214,3,A,1011
20230215,3,A,612
20230216,3,A,538
20230217,3,A,912
20230218,3,A,561
20230220,3,A,729
20230221,3,A,783
20230222,3,A,753
20230223,3,A,798
20230224,3,A,1005
20230225,3,A,873
20230227,3,A,912
20230228,3,A,813
20230301,3,A,519
20230302,3,A,625
20230303,3,A,457
20230304,3,A,294
20230306,3,A,477
20230307,3,A,655
20230308,3,A,450
20230309,3,A,546
20230310,3,A,495
20230311,3,A,421
20230313,3,A,490
20230314,3,A,508
20230315,3,A,579
20230316,3,A,621
20230317,3,A,598
20230318,3,A,204
20230320,3,A,742
20230321,3,A,568
20230322,3,A,579
20230323,3,A,444
20230324,3,A,643
20230325,3,A,289
20230327,3,A,561
20230328,3,A,502
20230329,3,A,709
20230330,3,A,489
20230331,3,A,822
20230401,3,A,348
20230402,3,A,9
20230403,3,A,394
20230404,3,A,453
20230405,3,A,601
20230406,3,A,547
20230407,3,A,448
20230408,3,A,148
20230410,3,A,520
20230411,3,A,514
20230412,3,A,525
20230413,3,A,505
20230414,3,A,472
20230415,3,A,189
20230417,3,A,591
20230418,3,A,535
20230419,3,A,585
20230420,3,A,705
20230421,3,A,628
20230422,3,A,240
20230424,3,A,741
20230425,3,A,754
20230426,3,A,1036
20230427,3,A,1084
20230428,3,A,1021
20230429,3,A,865
20230501,3,A,720
20230502,3,A,382
20230503,3,A,973
20230504,3,A,715
20230505,3,A,283
20230506,3,A,204
20230508,3,A,441
20230509,3,A,540
20230510,3,A,475
20230511,3,A,853
20230512,3,A,639
20230513,3,A,177
20230514,3,A,4
20230515,3,A,489
20230516,3,A,1135
20230517,3,A,607
20230518,3,A,570
20230519,3,A,877
20230520,3,A,351
20230522,3,A,510
20230523,3,A,522
20230524,3,A,685
20230525,3,A,544
20230526,3,A,843
20230527,3,A,846
20230528,3,A,12
20230529,3,A,643
20230530,3,A,765
20230531,3,A,883
20230601,3,A,660
20230602,3,A,520
20230603,3,A,637
20230605,3,A,477
20230606,3,A,324
20230607,3,A,906
20230608,3,A,601
20230609,3,A,504
20230610,3,A,204
20230612,3,A,1032
20230613,3,A,624
20230614,3,A,415
20230615,3,A,636
20230616,3,A,702
20230617,3,A,522
20230619,3,A,561
20230620,3,A,777
20230621,3,A,666
20230622,3,A,688
20230623,3,A,583
20230624,3,A,442
20230625,3,A,3
20230626,3,A,873
20230627,3,A,919
20230628,3,A,822
20230629,3,A,706
20230630,3,A,792
20200101,4,A,1981
20200102,4,A,1869
20200103,4,A,3619
20200104,4,A,1059
20200106,4,A,2938
20200107,4,A,2824
20200108,4,A,2425
20200109,4,A,3088
20200110,4,A,2725
20200111,4,A,1302
20200113,4,A,2689
20200114,4,A,3051
20200115,4,A,2899
20200116,4,A,2496
20200117,4,A,2673
20200118,4,A,720
20200120,4,A,2473
20200121,4,A,2484
20200122,4,A,1882
20200123,4,A,1618
20200124,4,A,406
20200127,4,A,490
20200128,4,A,2152
20200129,4,A,2154
20200130,4,A,1783
20200131,4,A,3249
20200201,4,A,862
20200203,4,A,1944
20200204,4,A,1990
20200205,4,A,1810
20200206,4,A,1485
20200207,4,A,1500
20200208,4,A,952
20200209,4,A,120
20200210,4,A,1549
20200211,4,A,1447
20200212,4,A,1528
20200213,4,A,1252
20200214,4,A,1833
20200215,4,A,475
20200216,4,A,22
20200217,4,A,1321
20200218,4,A,1725
20200219,4,A,1134
20200220,4,A,1471
20200221,4,A,1396
20200222,4,A,1897
20200224,4,A,1752
20200225,4,A,2028
20200226,4,A,2257
20200227,4,A,1537
20200228,4,A,2925
20200229,4,A,1062
20200301,4,A,165
20200302,4,A,1812
20200303,4,A,1885
20200304,4,A,1497
20200305,4,A,1417
20200306,4,A,1636
20200307,4,A,1171
20200309,4,A,1494
20200310,4,A,1651
20200311,4,A,2089
20200312,4,A,1446
20200313,4,A,1702
20200314,4,A,646
20200316,4,A,1560
20200317,4,A,1828
20200318,4,A,1620
20200319,4,A,1449
20200320,4,A,1555
20200321,4,A,1312
20200322,4,A,27
20200323,4,A,1443
20200324,4,A,1789
20200325,4,A,2236
20200326,4,A,1597
20200327,4,A,2395
20200328,4,A,853
20200330,4,A,1428
20200331,4,A,2091
20200401,4,A,1231
20200402,4,A,1588
20200403,4,A,1900
20200404,4,A,513
20200406,4,A,1363
20200407,4,A,1825
20200408,4,A,1813
20200409,4,A,1900
20200410,4,A,1851
20200411,4,A,1768
20200413,4,A,1261
20200414,4,A,1764
20200415,4,A,888
20200416,4,A,1482
20200417,4,A,1840
20200418,4,A,417
20200420,4,A,1614
20200421,4,A,2122
20200422,4,A,1617
20200423,4,A,1564
20200424,4,A,2041
20200425,4,A,1384
20200427,4,A,2121
20200428,4,A,2244
20200429,4,A,2176
20200430,4,A,1987
20200501,4,A,1329
20200502,4,A,535
20200504,4,A,1105
20200505,4,A,1050
20200506,4,A,2010
20200507,4,A,1917
20200508,4,A,2262
20200509,4,A,1158
20200511,4,A,1747
20200512,4,A,1888
20200513,4,A,1675
20200514,4,A,1536
20200515,4,A,1759
20200516,4,A,424
20200518,4,A,1675
20200519,4,A,2014
20200520,4,A,2020
20200521,4,A,1585
20200522,4,A,1998
20200523,4,A,1621
20200525,4,A,2665
20200526,4,A,1980
20200527,4,A,1635
20200528,4,A,1740
20200529,4,A,2976
20200530,4,A,990
20200601,4,A,1728
20200602,4,A,1902
20200603,4,A,1885
20200604,4,A,1902
20200605,4,A,2146
20200606,4,A,483
20200608,4,A,852
20200609,4,A,1228
20200610,4,A,1507
20200611,4,A,1663
20200612,4,A,2614
20200613,4,A,1153
20200615,4,A,1882
20200616,4,A,1719
20200617,4,A,2040
20200618,4,A,1894
20200619,4,A,2392
20200620,4,A,921
20200622,4,A,1341
20200623,4,A,1765
20200624,4,A,2091
20200625,4,A,2244
20200626,4,A,1978
20200627,4,A,1462
20200629,4,A,1416
20200630,4,A,4045
20200701,4,A,1582
20200702,4,A,1771
20200703,4,A,2394
20200704,4,A,658
20200706,4,A,1542
20200707,4,A,2539
20200708,4,A,2064
20200709,4,A,1980
20200710,4,A,1744
20200711,4,A,978
20200713,4,A,1426
20200714,4,A,2206
20200715,4,A,2365
20200716,4,A,1897
20200717,4,A,2457
20200718,4,A,666
20200720,4,A,1710
20200721,4,A,2041
20200722,4,A,1890
20200723,4,A,1842
20200724,4,A,1731
20200725,4,A,1212
20200727,4,A,1660
20200728,4,A,2386
20200729,4,A,2682
20200730,4,A,2224
20200731,4,A,3573
20200801,4,A,760
20200803,4,A,1408
20200804,4,A,2004
20200805,4,A,1629
20200806,4,A,1836
20200807,4,A,1299
20200808,4,A,1344
20200810,4,A,1206
20200811,4,A,1968
20200812,4,A,2925
20200813,4,A,2214
20200814,4,A,2200
20200815,4,A,594
20200817,4,A,1603
20200818,4,A,2212
20200819,4,A,2026
20200820,4,A,1720
20200821,4,A,2005
20200822,4,A,522
20200824,4,A,1792
20200825,4,A,2044
20200826,4,A,2335
20200827,4,A,1395
20200828,4,A,1582
20200829,4,A,1636
20200830,4,A,45
20200831,4,A,2287
20200901,4,A,4600
20200902,4,A,1924
20200903,4,A,2209
20200904,4,A,2926
20200905,4,A,730
20200907,4,A,1713
20200908,4,A,2550
20200909,4,A,2797
20200910,4,A,2632
20200911,4,A,2884
20200912,4,A,1548
20200914,4,A,2134
20200915,4,A,2775
20200916,4,A,2397
20200917,4,A,2443
20200918,4,A,2760
20200919,4,A,1054
20200921,4,A,1915
20200922,4,A,2277
20200923,4,A,2734
20200924,4,A,2578
20200925,4,A,2367
20200926,4,A,748
20200928,4,A,1408
20200929,4,A,2733
20200930,4,A,27
20201003,4,A,321
20201005,4,A,1639
20201006,4,A,2580
20201007,4,A,2193
20201008,4,A,1944
20201009,4,A,1243
20201010,4,A,757
20201011,4,A,58
20201012,4,A,1719
20201013,4,A,2010
20201014,4,A,2562
20201015,4,A,1831
20201016,4,A,1984
20201017,4,A,693
20201019,4,A,1737
20201020,4,A,1756
20201021,4,A,1387
20201022,4,A,1696
20201023,4,A,1779
20201024,4,A,742
20201026,4,A,1387
20201027,4,A,1773
20201028,4,A,2949
20201029,4,A,3198
20201030,4,A,2739
20201031,4,A,1096
20201101,4,A,13
20201102,4,A,1819
20201103,4,A,2418
20201104,4,A,1402
20201105,4,A,1654
20201106,4,A,1849
20201107,4,A,966
20201109,4,A,1456
20201110,4,A,1620
20201111,4,A,2134
20201112,4,A,1666
20201113,4,A,1642
20201114,4,A,1255
20201116,4,A,1555
20201117,4,A,1551
20201118,4,A,1218
20201119,4,A,1293
20201120,4,A,1434
20201121,4,A,508
20201123,4,A,1416
20201124,4,A,945
20201125,4,A,1810
20201126,4,A,819
20201127,4,A,1059
20201128,4,A,1500
20201130,4,A,1780
20201201,4,A,3928
20201202,4,A,1093
20201203,4,A,1264
20201204,4,A,1527
20201205,4,A,478
20201207,4,A,1387
20201208,4,A,1281
20201209,4,A,1441
20201210,4,A,1453
20201211,4,A,1461
20201212,4,A,784
20201214,4,A,1905
20201215,4,A,1909
20201216,4,A,1738
20201217,4,A,1443
20201218,4,A,2077
20201219,4,A,912
20201221,4,A,1635
20201222,4,A,1798
20201223,4,A,2293
20201224,4,A,1564
20201225,4,A,768
20201226,4,A,613
20201228,4,A,1828
20201229,4,A,1573
20201230,4,A,1630
20201231,4,A,2214
20210101,4,A,1497
20210102,4,A,1128
20210104,4,A,1849
20210105,4,A,2707
20210106,4,A,2097
20210107,4,A,2433
20210108,4,A,1939
20210109,4,A,1434
20210111,4,A,1426
20210112,4,A,1984
20210113,4,A,2706
20210114,4,A,1732
20210115,4,A,2494
20210116,4,A,978
20210118,4,A,1590
20210119,4,A,2182
20210120,4,A,2175
20210121,4,A,2112
20210122,4,A,2049
20210123,4,A,1173
20210125,4,A,1875
20210126,4,A,2425
20210127,4,A,2019
20210128,4,A,2214
20210129,4,A,4612
20210130,4,A,1254
20210201,4,A,1476
20210202,4,A,2307
20210203,4,A,1648
20210204,4,A,1792
20210205,4,A,2241
20210206,4,A,714
20210208,4,A,1734
20210209,4,A,2154
20210210,4,A,1416
20210214,4,A,300
20210215,4,A,2365
20210216,4,A,1870
20210217,4,A,1692
20210218,4,A,1693
20210219,4,A,1947
20210220,4,A,709
20210222,4,A,1725
20210223,4,A,2254
20210224,4,A,3327
20210225,4,A,3172
20210226,4,A,2860
20210227,4,A,1102
20210228,4,A,4
20210301,4,A,531
20210302,4,A,1116
20210303,4,A,1506
20210304,4,A,1419
20210305,4,A,1876
20210306,4,A,657
20210308,4,A,1741
20210309,4,A,1852
20210310,4,A,1564
20210311,4,A,1387
20210312,4,A,1390
20210313,4,A,1240
20210315,4,A,1530
20210316,4,A,1584
20210317,4,A,1354
20210318,4,A,1578
20210319,4,A,2091
20210320,4,A,553
20210322,4,A,1362
20210323,4,A,1651
20210324,4,A,1417
20210325,4,A,1725
20210326,4,A,1764
20210327,4,A,1275
20210329,4,A,2823
20210330,4,A,2070
20210331,4,A,2764
20210401,4,A,1455
20210402,4,A,1797
20210403,4,A,553
20210405,4,A,1491
20210406,4,A,1501
20210407,4,A,1948
20210408,4,A,1318
20210409,4,A,1285
20210410,4,A,1120
20210412,4,A,816
20210413,4,A,1812
20210414,4,A,1795
20210415,4,A,2113
20210416,4,A,1992
20210417,4,A,807
20210419,4,A,1420
20210420,4,A,1785
20210421,4,A,2238
20210422,4,A,2058
20210423,4,A,1408
20210424,4,A,1036
20210426,4,A,1524
20210427,4,A,2140
20210428,4,A,2061
20210429,4,A,1684
20210430,4,A,2841
20210501,4,A,790
20210503,4,A,1512
20210504,4,A,1521
20210505,4,A,846
20210506,4,A,1362
20210507,4,A,1690
20210508,4,A,1179
20210510,4,A,1362
20210511,4,A,1341
20210512,4,A,1612
20210513,4,A,1713
20210514,4,A,2164
20210515,4,A,552
20210517,4,A,2247
20210518,4,A,1998
20210519,4,A,969
20210520,4,A,1465
20210521,4,A,1647
20210522,4,A,849
20210524,4,A,1839
20210525,4,A,1752
20210526,4,A,1963
20210527,4,A,1926
20210528,4,A,2979
20210529,4,A,1588
20210531,4,A,2289
20210601,4,A,1188
20210602,4,A,1360
20210603,4,A,1555
20210604,4,A,1914
20210605,4,A,424
20210607,4,A,1231
20210608,4,A,1845
20210609,4,A,1642
20210610,4,A,1273
20210611,4,A,1732
20210612,4,A,933
20210614,4,A,1330
20210615,4,A,1974
20210616,4,A,1639
20210617,4,A,1630
20210618,4,A,1671
20210619,4,A,645
20210621,4,A,1450
20210622,4,A,2329
20210623,4,A,1776
20210624,4,A,1705
20210625,4,A,1858
20210626,4,A,1285
20210628,4,A,2442
20210629,4,A,2218
20210630,4,A,1789
20210701,4,A,1105
20210702,4,A,1749
20210703,4,A,300
20210704,4,A,229
20210705,4,A,1545
20210706,4,A,1888
20210707,4,A,1632
20210708,4,A,1749
20210709,4,A,1671
20210710,4,A,844
20210712,4,A,1866
20210713,4,A,1824
20210714,4,A,1581
20210715,4,A,1672
20210716,4,A,1822
20210717,4,A,550
20210719,4,A,1380
20210720,4,A,1654
20210721,4,A,1420
20210722,4,A,1536
20210723,4,A,1443
20210724,4,A,1749
20210726,4,A,2122
20210727,4,A,2425
20210728,4,A,1911
20210729,4,A,942
20210730,4,A,2359
20210731,4,A,738
20210802,4,A,1329
20210803,4,A,1699
20210804,4,A,1467
20210805,4,A,1479
20210806,4,A,1377
20210807,4,A,1530
20210809,4,A,1699
20210810,4,A,1963
20210811,4,A,1546
20210812,4,A,1614
20210813,4,A,2100
20210814,4,A,790
20210816,4,A,1485
20210817,4,A,1144
20210818,4,A,2008
20210819,4,A,1524
20210820,4,A,1885
20210821,4,A,667
20210823,4,A,1876
20210824,4,A,2536
20210825,4,A,2302
20210826,4,A,1714
20210827,4,A,3279
20210828,4,A,1335
20210830,4,A,2769
20210831,4,A,3195
20210901,4,A,2253
20210902,4,A,2361
20210903,4,A,2460
20210904,4,A,793
20210906,4,A,1590
20210907,4,A,2136
20210908,4,A,2205
20210909,4,A,1858
20210910,4,A,2272
20210911,4,A,831
20210913,4,A,1717
20210914,4,A,2182
20210915,4,A,1695
20210916,4,A,1579
20210917,4,A,1162
20210918,4,A,214
20210922,4,A,46
20210923,4,A,1716
20210924,4,A,2470
20210925,4,A,1582
20210927,4,A,1554
20210928,4,A,2233
20210929,4,A,1546
20210930,4,A,2347
20211001,4,A,1786
20211002,4,A,568
20211004,4,A,1024
20211005,4,A,1168
20211006,4,A,1552
20211007,4,A,1288
20211008,4,A,1620
20211009,4,A,1624
20211011,4,A,1450
20211012,4,A,1246
20211013,4,A,1720
20211014,4,A,1540
20211015,4,A,1818
20211016,4,A,733
20211018,4,A,1191
20211019,4,A,1480
20211020,4,A,1440
20211021,4,A,1656
20211022,4,A,1176
20211023,4,A,1695
20211025,4,A,2530
20211026,4,A,2323
20211027,4,A,2085
20211028,4,A,1308
20211029,4,A,1887
20211030,4,A,688
20211101,4,A,1512
20211102,4,A,2034
20211103,4,A,1993
20211104,4,A,1839
20211105,4,A,1866
20211106,4,A,1257
20211108,4,A,1788
20211109,4,A,1900
20211110,4,A,1785
20211111,4,A,1657
20211112,4,A,2215
20211113,4,A,805
20211115,4,A,1662
20211116,4,A,1753
20211117,4,A,1762
20211118,4,A,1461
20211119,4,A,1585
20211120,4,A,667
20211122,4,A,1342
20211123,4,A,1387
20211124,4,A,1540
20211125,4,A,1204
20211126,4,A,1845
20211127,4,A,1308
20211129,4,A,1609
20211130,4,A,1849
20211201,4,A,1722
20211202,4,A,1276
20211203,4,A,1395
20211204,4,A,582
20211206,4,A,1332
20211207,4,A,1294
20211208,4,A,1435
20211209,4,A,994
20211210,4,A,1045
20211211,4,A,972
20211213,4,A,1038
20211214,4,A,1624
20211215,4,A,1444
20211216,4,A,1414
20211217,4,A,1753
20211218,4,A,531
20211220,4,A,1377
20211221,4,A,1498
20211222,4,A,1303
20211223,4,A,1381
20211224,4,A,1324
20211225,4,A,1026
20211227,4,A,1215
20211228,4,A,1938
20211229,4,A,1747
20211230,4,A,1129
20211231,4,A,2896
20220101,4,A,966
20220103,4,A,1596
20220104,4,A,1860
20220105,4,A,1933
20220106,4,A,1992
20220107,4,A,2256
20220108,4,A,1777
20220110,4,A,2058
20220111,4,A,2302
20220112,4,A,2331
20220113,4,A,2760
20220114,4,A,2334
20220115,4,A,814
20220117,4,A,1632
20220118,4,A,2461
20220119,4,A,2142
20220120,4,A,2164
20220121,4,A,1851
20220122,4,A,781
20220124,4,A,1614
20220125,4,A,2116
20220126,4,A,1857
20220127,4,A,1219
20220128,4,A,1452
20220129,4,A,355
20220201,4,A,2517
20220202,4,A,144
20220203,4,A,2514
20220204,4,A,1920
20220205,4,A,745
20220207,4,A,1272
20220208,4,A,1459
20220209,4,A,1027
20220210,4,A,975
20220211,4,A,1123
20220212,4,A,1009
20220214,4,A,1161
20220215,4,A,1600
20220216,4,A,1450
20220217,4,A,1185
20220218,4,A,1371
20220219,4,A,525
20220221,4,A,1686
20220222,4,A,1800
20220223,4,A,1629
20220224,4,A,2593
20220225,4,A,1680
20220226,4,A,1987
20220228,4,A,2008
20220301,4,A,1185
20220302,4,A,912
20220303,4,A,1540
20220304,4,A,1638
20220305,4,A,742
20220307,4,A,1072
20220308,4,A,993
20220309,4,A,867
20220310,4,A,1342
20220311,4,A,1444
20220312,4,A,1326
20220314,4,A,1048
20220315,4,A,1926
20220316,4,A,1396
20220317,4,A,1479
20220318,4,A,1563
20220319,4,A,615
20220321,4,A,1330
20220322,4,A,1983
20220323,4,A,1414
20220324,4,A,1338
20220325,4,A,1623
20220326,4,A,1467
20220328,4,A,1584
20220329,4,A,2047
20220330,4,A,1884
20220331,4,A,1779
20220401,4,A,1624
20220402,4,A,444
20220404,4,A,1320
20220405,4,A,1279
20220406,4,A,1198
20220407,4,A,1402
20220408,4,A,945
20220409,4,A,1072
20220411,4,A,1242
20220412,4,A,1543
20220413,4,A,1431
20220414,4,A,1248
20220415,4,A,1821
20220416,4,A,570
20220418,4,A,1578
20220419,4,A,1729
20220420,4,A,1309
20220421,4,A,1809
20220422,4,A,2125
20220423,4,A,1069
20220425,4,A,1420
20220426,4,A,2029
20220427,4,A,2043
20220428,4,A,2043
20220429,4,A,1630
20220430,4,A,774
20220502,4,A,1207
20220503,4,A,1216
20220504,4,A,841
20220505,4,A,634
20220506,4,A,784
20220507,4,A,1033
20220509,4,A,1026
20220510,4,A,1117
20220511,4,A,1206
20220512,4,A,1861
20220513,4,A,1839
20220514,4,A,613
20220516,4,A,1086
20220517,4,A,1272
20220518,4,A,900
20220519,4,A,787
20220520,4,A,1111
20220521,4,A,489
20220523,4,A,1189
20220524,4,A,1000
20220525,4,A,1359
20220526,4,A,1504
20220527,4,A,1680
20220528,4,A,1996
20220530,4,A,1393
20220531,4,A,1528
20220601,4,A,792
20220602,4,A,1125
20220603,4,A,1641
20220604,4,A,589
20220606,4,A,783
20220607,4,A,802
20220608,4,A,1461
20220609,4,A,1156
20220610,4,A,1354
20220611,4,A,1263
20220613,4,A,1254
20220614,4,A,1200
20220615,4,A,1518
20220616,4,A,1147
20220617,4,A,1729
20220618,4,A,570
20220620,4,A,1230
20220621,4,A,1404
20220622,4,A,1392
20220623,4,A,1461
20220624,4,A,1740
20220625,4,A,1294
20220627,4,A,2095
20220628,4,A,2508
20220629,4,A,1597
20220630,4,A,1794
20220701,4,A,1798
20220702,4,A,594
20220704,4,A,1035
20220705,4,A,1569
20220706,4,A,1591
20220707,4,A,1870
20220708,4,A,1563
20220709,4,A,913
20220711,4,A,1459
20220712,4,A,1930
20220713,4,A,1690
20220714,4,A,1470
20220715,4,A,1659
20220716,4,A,651
20220718,4,A,1413
20220719,4,A,1807
20220720,4,A,1614
20220721,4,A,1417
20220722,4,A,1668
20220723,4,A,1002
20220724,4,A,12
20220725,4,A,1570
20220726,4,A,1459
20220727,4,A,1783
20220728,4,A,1560
20220729,4,A,2563
20220730,4,A,675
20220801,4,A,1126
20220802,4,A,1801
20220803,4,A,1611
20220804,4,A,1387
20220805,4,A,1648
20220806,4,A,1293
20220808,4,A,1212
20220809,4,A,1294
20220810,4,A,1803
20220811,4,A,1645
20220812,4,A,1941
20220813,4,A,1060
20220815,4,A,891
20220816,4,A,1866
20220817,4,A,2535
20220818,4,A,2523
20220819,4,A,2604
20220820,4,A,1111
20220822,4,A,1623
20220823,4,A,2208
20220824,4,A,1714
20220825,4,A,1984
20220826,4,A,2055
20220827,4,A,1221
20220829,4,A,1762
20220830,4,A,1870
20220831,4,A,2515
20220901,4,A,1510
20220902,4,A,2196
20220903,4,A,600
20220905,4,A,1218
20220906,4,A,2109
20220907,4,A,1213
20220908,4,A,1282
20220909,4,A,60
20220912,4,A,235
20220913,4,A,1236
20220914,4,A,1909
20220915,4,A,1485
20220916,4,A,1446
20220917,4,A,555
20220919,4,A,1357
20220920,4,A,1894
20220921,4,A,1536
20220922,4,A,1498
20220923,4,A,1470
20220924,4,A,1092
20220926,4,A,1593
20220927,4,A,1635
20220928,4,A,1453
20220929,4,A,987
20220930,4,A,1908
20221001,4,A,576
20221003,4,A,747
20221004,4,A,1461
20221005,4,A,1633
20221006,4,A,1951
20221007,4,A,1407
20221008,4,A,1414
20221010,4,A,933
20221011,4,A,1125
20221012,4,A,1836
20221013,4,A,1503
20221014,4,A,1837
20221015,4,A,543
20221017,4,A,1447
20221018,4,A,1498
20221019,4,A,1417
20221020,4,A,1965
20221021,4,A,1834
20221022,4,A,1297
20221024,4,A,1831
20221025,4,A,2077
20221026,4,A,2503
20221027,4,A,1683
20221028,4,A,1687
20221029,4,A,765
20221031,4,A,1809
20221101,4,A,5425
20221102,4,A,4134
20221103,4,A,3468
20221104,4,A,3750
20221105,4,A,1561
20221107,4,A,3571
20221108,4,A,4512
20221109,4,A,4347
20221110,4,A,3714
20221111,4,A,3934
20221112,4,A,2641
20221114,4,A,3465
20221115,4,A,4399
20221116,4,A,4365
20221117,4,A,3379
20221118,4,A,4687
20221119,4,A,2172
20221121,4,A,4794
20221122,4,A,3333
20221123,4,A,3778
20221124,4,A,3604
20221125,4,A,4498
20221126,4,A,2592
20221128,4,A,3622
20221129,4,A,3210
20221130,4,A,3493
20221201,4,A,1084
20221202,4,A,1734
20221203,4,A,487
20221205,4,A,1392
20221206,4,A,939
20221207,4,A,1009
20221208,4,A,1033
20221209,4,A,946
20221210,4,A,766
20221212,4,A,1054
20221213,4,A,1057
20221214,4,A,1326
20221215,4,A,1233
20221216,4,A,1110
20221217,4,A,462
20221219,4,A,1104
20221220,4,A,1231
20221221,4,A,1392
20221222,4,A,1876
20221223,4,A,1779
20221224,4,A,1114
20221226,4,A,2172
20221227,4,A,2229
20221228,4,A,2124
20221229,4,A,1395
20221230,4,A,2025
20221231,4,A,1128
20230102,4,A,2590
20230103,4,A,2857
20230104,4,A,2778
20230105,4,A,2506
20230106,4,A,2193
20230107,4,A,1357
20230109,4,A,2451
20230110,4,A,2425
20230111,4,A,2565
20230112,4,A,1758
20230113,4,A,2181
20230114,4,A,867
20230116,4,A,1474
20230117,4,A,2421
20230118,4,A,2067
20230119,4,A,1563
20230120,4,A,1233
20230121,4,A,33
20230124,4,A,172
20230125,4,A,1923
20230126,4,A,2673
20230127,4,A,2422
20230128,4,A,1665
20230130,4,A,1591
20230131,4,A,1126
20230201,4,A,1288
20230202,4,A,943
20230203,4,A,1185
20230204,4,A,565
20230206,4,A,823
20230207,4,A,1107
20230208,4,A,1033
20230209,4,A,871
20230210,4,A,1038
20230211,4,A,1177
20230213,4,A,1110
20230214,4,A,1297
20230215,4,A,1762
